Over 18,White,Median Income,Graduation %,Unemployment...21,Bachelor,16 Rep Vote,16 Dem Vote,18 Inc,16 Funds Got,16 Funds Spent,won,total_votes
0.7646726978,0.8035886249,0.76719,0.841,0.103711194,0.336,0.3962048754,0.6037951246,-1,-0.9336934664,-0.7346868854,1,208856
0.8108053149,0.3703292571,0.70099,0.858,0.103711194,0.432,0.3257963867,0.6742036133,-1,-0.4974611262,-0.3166801427,1,221411
0.851715066,0.6819507868,0.58768,0.884,0.103711194,0.452,0.2201332056,0.7798667944,-1,-1,-1,1,244271
0.7718526925,0.5665034431,0.48293,0.712,0.103711194,0.198,0,1,-1,-1,-1,1,119420
0.7718526925,0.5665034431,0.48293,0.712,0.103711194,0.198,0,1,-1,-1,-1,0,91524
0.8006083574,0.7909370347,0.65158,0.916,0.103711194,0.423,0.2314990053,0.7685009947,-1,-1,-1,1,294435
0.8057639967,0.6309716922,0.72243,0.895,0.103711194,0.451,0.2736160847,0.7263839153,-1,-1,-1,1,240038
0.7391866787,0.5940504429,0.55451,0.81,0.103711194,0.251,0.4393246147,0.5606753853,-1,-0.3496993614,-0.2109766065,1,175315
0.7824992383,0.4335070045,0.61288,0.766,0.103711194,0.227,0,1,-1,-1,-1,1,172942
0.8143137355,0.7218603491,0.99902,0.955,0.103711194,0.639,0.335601525,0.664398475,-1,-0.9887444107,-0.8840105589,1,257094
0.79555170100000006,0.3701321756,0.37136,0.68,0.103711194,0.277,0,1,-1,-1,-1,1,108792
0.79555170100000006,0.3701321756,0.37136,0.68,0.103711194,0.277,0,1,-1,-1,-1,0,96554
0.7377854293,0.4583776705,0.559,0.719,0.103711194,0.159,0.2760908767,0.7239091233,-1,-1,-0.9999999999,1,169405
0.7929137798,0.7075791663,0.45708,0.815,0.103711194,0.206,0.3794606585,0.6205393415,-1,-0.648854186,-0.5391853386,1,185051
0.8154163105,0.4066724595,0.51531,0.813,0.103711194,0.389,0,1,-1,-1,-1,1,254916
0.777986103,0.4149434599,0.63212,0.821,0.103711194,0.246,0.2952170054,0.7047829946,-1,-1,-1,1,190467
0.777986103,0.4149434599,0.63212,0.821,0.103711194,0.246,0.2952170054,0.7047829946,-1,-1,-1,0,65739
0.765855271,0.6771140028,0.57926,0.838,0.103711194,0.251,0.4064856829,0.5935143171,-1,-0.1957611614,-0.1290752869,1,176036
0.7085706008,0.5353470942,0.41521,0.573,0.103711194,0.106,0,1,-1,-1,-1,1,135572
0.7339449182,0.4047664442,0.56824,0.758,0.103711194,0.174,0.3504862586,0.6495137414,-1,-0.3116866356,-0.2842199259,1,167938
0.7178047138,0.5797189258,0.73341,0.877,0.103711194,0.266,0.5882211803,0.4117788197,1,0.7367361111,0.6866773466,0,157667
0.7615281041,0.3495096935,0.50355,0.779,0.103711194,0.276,0.2391579657,0.7608420343,-1,-1,-1,1,199210
0.7237319358,0.4094508832,0.47683,0.65,0.103711194,0.133,0,1,-1,-1,-1,1,139661
0.7237319358,0.4094508832,0.47683,0.65,0.103711194,0.133,0,1,-1,-1,-1,0,66375
0.7836055079,0.607501758,0.93995,0.937,0.103711194,0.55,0.5855975167,0.4144024833,1,0.9999679947,0.9989813062,1,221843
0.7567518638,0.5157469758,0.56465,0.674,0.103711194,0.191,0,1,-1,-1,-1,1,157803
0.7882024972,0.5364962697,0.60841,0.817,0.103711194,0.331,0.3627855461,0.6372144539,-1,-0.7313930934,-0.6387962548,1,197028
0.799255022,0.6767493681,0.83894,0.899,0.103711194,0.451,0.5831973526,0.4168026474,1,0.6020866912,0.4872953458,0,193362
0.7749033251,0.7616578578,0.77558,0.898,0.103711194,0.459,0.5026132095,0.4973867905,0,0.03565814169,0.2045440517,1,205349
0.7924867386,0.8476543606,0.69051,0.935,0.103711194,0.329,0.6271988558,0.3728011442,1,0.710369043,0.754593785,0,194731
0.7586679534,0.7651911218,0.65656,0.876,0.103711194,0.294,0.6345126471,0.3654873529,1,0.9996481963,0.9991700339,0,166859
0.7435257523,0.6529251329,0.42561,0.715,0.103711194,0.148,0.2724584511,0.7275415489,-1,-0.8328023718,-0.8022269373,1,165596
0.8066008018,0.6642234198,0.86174,0.955,0.103711194,0.592,0.4347431515,0.5652568485,-1,-0.1515466987,-0.08189648171,1,244145
0.7965775489,0.6244862319,0.65332,0.895,0.103711194,0.386,0.329907461,0.670092539,-1,-0.2927454223,-0.2869282571,1,199244
0.7965775489,0.6244862319,0.65332,0.895,0.103711194,0.386,0.329907461,0.670092539,-1,-0.2927454223,-0.2869282571,0,135614
0.7959963847,0.6173287022,0.67273,0.879,0.103711194,0.324,0.2313148984,0.7686851016,-1,-1,-1,1,271233
0.7561490638,0.4844245523,0.49048,0.853,0.103711194,0.284,0.245729845,0.754270155,-1,-1,-1,1,229648
0.7702567722,0.6270090296,0.66846,0.898,0.103711194,0.334,0.4882862823,0.5117137177,-1,-0.1984100594,-0.2013771862,1,217416
0.7273417802,0.765937717,0.47171,0.831,0.103711194,0.159,0.6225801906,0.3774198094,1,0.9870490444,0.9918365799,0,124400
0.728181271,0.5246569009,0.57832,0.823,0.103711194,0.213,0.4264047727,0.5735952273,-1,-0.9544366563,-0.9386061198,1,174252
0.7995259947,0.778926112,0.58507,0.895,0.07880401274,0.488,0.2899106778,0.7100893222,-1,-0.9608365972,-0.9510405197,1,331621
0.8113660292,0.9119032078,0.72006,0.963,0.07880401274,0.564,0.3951894108,0.6048105892,0,-0.6217507781,-0.6002612049,1,316925
0.7827434561,0.8851147065,0.49977,0.908,0.07880401274,0.31,0.5750505443,0.4249494557,1,0.01283773319,0.01844916721,0,194122
0.7451945608,0.8978881641,0.67813,0.907,0.07880401274,0.36,0.6675146287,0.3324853713,1,0.8553353798,0.7278832198,0,173945
0.7654341676,0.8095062417,0.58613,0.935,0.07880401274,0.372,0.6687361511,0.3312638489,1,0.9995889368,0.987666451,0,161600
0.7507181121,0.7375453577,0.7247,0.916,0.07880401274,0.431,0.5443951386,0.4556048614,1,0.0121908426,0.01331801166,1,250314
0.7698333079,0.8777954013,0.62806,0.893,0.07880401274,0.346,0.4190108893,0.5809891107,-1,-0.9979704136,-0.9974054402,1,250525
0.7884418072,0.6844501618,0.68058,0.894,0.08349029388,0.372,0.3449438202,0.6550561798,-1,-0.9999999358,-0.9999993147,1,222668
0.8137906488,0.8581769867,0.7276,0.926,0.08349029388,0.35,0.3474042729,0.6525957271,-1,-0.9779777051,-0.9743494483,1,217982
0.8012677466,0.7285132727,0.64333,0.923,0.08349029388,0.355,0.3096309631,0.6903690369,-1,-1,-1,1,203265
0.7644614542,0.7352104618,0.90142,0.893,0.08349029388,0.492,0.401,0.599,-1,-0.861462341,-0.5330847439,1,223832
0.7988180344,0.789629609,0.68984,0.886,0.08349029388,0.365,0.4200420042,0.5799579958,0,-0.9303059094,-0.8575907141,1,192484
0.6980798813,0.7163398747,0.38462,0.613,0.103711194,0.083,0.5673826355,0.4326173645,1,0.2548501758,0.3207673265,0,84406
0.7383877851,0.6332543575,0.73819,0.86,0.103711194,0.276,0.5313006153,0.4686993847,1,0.001937515821,1.714009228e-4,0,169305
0.7767407126,0.5016864002,0.80844,0.885,0.103711194,0.417,0.5723042937,0.4276957063,0,0.9999681735,0.9998309201,0,169837
